         Num  Time(s)  PosAbs(mm)  Pos(mm)  Pos(%)  Load(kN)
1304  1291.0  127.860     -5.2401   6.6310     0.0    4.3869
1314  1301.0  128.260     -5.2134   6.6576     0.0    4.4716
1324  1311.0  128.660     -5.1869   6.6842     0.0    4.5979
1334  1321.0  129.060     -5.1602   6.7109     0.0    4.7043
1344  1331.0  129.460     -5.1335   6.7376     0.0    4.8251
1354  1341.0  129.860     -5.1069   6.7642     0.0    4.9419
1364  1351.0  130.260     -5.0803   6.7907     0.0    5.0535
1374  1361.0  130.660     -5.0538   6.8173     0.0    5.1580
1384  1371.0  131.060     -5.0267   6.8443     0.0    5.2611
1394  1381.0  131.460     -5.0002   6.8708     0.0    5.3525
1404  1391.0  131.860     -4.9735   6.8976     0.0    5.4458
1414  1401.0  132.260     -4.9470   6.9240     0.0    5.5281
1424  1411.0  132.660     -4.9201   6.9509     0.0    5.6094
1434  1421.0  133.060     -4.8940   6.9771     0.0    5.6976
1444  1431.0  133.460     -4.8672   7.0038     0.0    5.7836
1454  1441.0  133.860     -4.8406   7.0305     0.0    5.8686
1464  1451.0  134.260     -4.8136   7.0575     0.0    5.9516
1474  1461.0  134.660     -4.7872   7.0839     0.0    6.0295
1484  1471.0  135.060     -4.7605   7.1106     0.0    6.1013
1494  1481.0  135.460     -4.7339   7.1372     0.0    6.1612
1504  1491.0  135.860     -4.7072   7.1638     0.0    6.2131
1514  1501.0  136.260     -4.6806   7.1904     0.0    6.2829
1524  1511.0  136.660     -4.6539   7.2171     0.0    6.3682
1534  1521.0  137.060     -4.6274   7.2437     0.0    6.4533
1544  1531.0  137.460     -4.6006   7.2705     0.0    6.5388
1554  1541.0  137.860     -4.5741   7.2970     0.0    6.6199
1564  1551.0  138.260     -4.5473   7.3237     0.0    6.6908
1574  1561.0  138.660     -4.5206   7.3504     0.0    6.7600
1584  1571.0  139.060     -4.4941   7.3769     0.0    6.8272
1594  1581.0  139.460     -4.4674   7.4036     0.0    6.9064
1604  1591.0  139.860     -4.4404   7.4306     0.0    6.9748
1614  1601.0  140.260     -4.4141   7.4569     0.0    7.0531
1624  1611.0  140.660     -4.3874   7.4837     0.0    7.1337
1634  1621.0  141.060     -4.3607   7.5103     0.0    7.2125
1644  1631.0  141.460     -4.3344   7.5366     0.0    7.3051
1654  1641.0  141.860     -4.3074   7.5637     0.0    7.4088
1664  1651.0  142.260     -4.2806   7.5904     0.0    7.5016
1674  1661.0  142.660     -4.2540   7.6171     0.0    7.5944
1684  1671.0  143.060     -4.2274   7.6436     0.0    7.7004
1694  1681.0  143.460     -4.2005   7.6705     0.0    7.8009
1704  1691.0  143.860     -4.1743   7.6968     0.0    7.8983
1714  1701.0  144.260     -4.1474   7.7237     0.0    8.0024
1730  1711.0  144.670     -4.1569   7.7142     0.0    7.7883
1740  1721.0  145.070     -4.1569   7.7142     0.0    7.7406
1750  1731.0  145.470     -4.1567   7.7144     0.0    7.6961
1760  1741.0  145.870     -4.1568   7.7143     0.0    7.6596
1770  1751.0  146.270     -4.1568   7.7143     0.0    7.6287
1780  1761.0  146.670     -4.1570   7.7140     0.0    7.6023
1790  1771.0  147.070     -4.1569   7.7141     0.0    7.5747
1800  1781.0  147.470     -4.1567   7.7143     0.0    7.5514
1810  1791.0  147.870     -4.1568   7.7143     0.0    7.5279
1820  1801.0  148.270     -4.1567   7.7144     0.0    7.5076
1830  1811.0  148.670     -4.1566   7.7144     0.0    7.4864
1840  1821.0  149.070     -4.1567   7.7143     0.0    7.4641
1850  1831.0  149.470     -4.1567   7.7143     0.0    7.4590
1861  1841.0  149.870     -4.1563   7.7147     0.0    7.4368
1871  1851.0  150.270     -4.1566   7.7144     0.0    7.4503
1881  1861.0  150.670     -4.1567   7.7144     0.0    7.4046
1891  1871.0  151.070     -4.1565   7.7145     0.0    7.4191
1901  1881.0  151.470     -4.1566   7.7145     0.0    7.3936
1911  1891.0  151.870     -4.1565   7.7146     0.0    7.3706
1921  1901.0  152.270     -4.1566   7.7144     0.0    7.3742
1931  1911.0  152.670     -4.1565   7.7146     0.0    7.3498
1941  1921.0  153.070     -4.1569   7.7142     0.0    7.3429
1951  1931.0  153.470     -4.1567   7.7143     0.0    7.3409
1961  1941.0  153.870     -4.1567   7.7143     0.0    7.3175
1971  1951.0  154.270     -4.1566   7.7145     0.0    7.3159
1981  1961.0  154.670     -4.1564   7.7146     0.0    7.2863
1991  1971.0  155.070     -4.1565   7.7145     0.0    7.3128
2001  1981.0  155.470     -4.1567   7.7144     0.0    7.2729
2011  1991.0  155.870     -4.1567   7.7143     0.0    7.2317
2021  2001.0  156.270     -4.1568   7.7143     0.0    7.2398
2031  2011.0  156.670     -4.1564   7.7147     0.0    7.2154
2041  2021.0  157.070     -4.1565   7.7146     0.0    7.2080
2051  2031.0  157.470     -4.1565   7.7146     0.0    7.2127
2061  2041.0  157.870     -4.1566   7.7145     0.0    7.1892
2071  2051.0  158.270     -4.1562   7.7148     0.0    7.1905
2081  2061.0  158.670     -4.1565   7.7145     0.0    7.1847
2091  2071.0  159.070     -4.1565   7.7146     0.0    7.1680
2108  2081.0  159.520     -4.1487   7.7223     0.0    7.2742
2118  2091.0  159.920     -4.1224   7.7487     0.0    7.5813
2128  2101.0  160.320     -4.0955   7.7755     0.0    7.8543
2138  2111.0  160.720     -4.0693   7.8018     0.0    8.0686
2148  2121.0  161.120     -4.0425   7.8285     0.0    8.2123
2158  2131.0  161.520     -4.0158   7.8553     0.0    8.3763
2168  2141.0  161.920     -3.9892   7.8818     0.0    8.5614
2178  2151.0  162.320     -3.9624   7.9086     0.0    8.7521
2188  2161.0  162.720     -3.9359   7.9351     0.0    8.9431
2198  2171.0  163.120     -3.9092   7.9618     0.0    9.1271
2208  2181.0  163.520     -3.8825   7.9886     0.0    9.3100
2218  2191.0  163.920     -3.8559   8.0151     0.0    9.4922
2228  2201.0  164.320     -3.8294   8.0417     0.0    9.6717
2238  2211.0  164.720     -3.8026   8.0685     0.0    9.8447
2248  2221.0  165.120     -3.7760   8.0951     0.0   10.0210
2258  2231.0  165.520     -3.7495   8.1215     0.0   10.1962
2268  2241.0  165.920     -3.7227   8.1483     0.0   10.3767
2278  2251.0  166.320     -3.6961   8.1750     0.0   10.5501
2288  2261.0  166.720     -3.6696   8.2015     0.0   10.7232
2298  2271.0  167.120     -3.6429   8.2281     0.0   10.8976
2308  2281.0  167.520     -3.6162   8.2548     0.0   11.0759
2318  2291.0  167.920     -3.5896   8.2815     0.0   11.2509
2328  2301.0  168.320     -3.5631   8.3080     0.0   11.4327
2338  2311.0  168.720     -3.5362   8.3348     0.0   11.6188
2348  2321.0  169.120     -3.5096   8.3615     0.0   11.8086
2358  2331.0  169.520     -3.4830   8.3881     0.0   11.9994
2374  2341.0  169.935     -3.4913   8.3798     0.0   11.7292
2384  2351.0  170.335     -3.4915   8.3795     0.0   11.6469
2394  2361.0  170.735     -3.4915   8.3796     0.0   11.5763
2404  2371.0  171.135     -3.4916   8.3794     0.0   11.5183
2414  2381.0  171.535     -3.4917   8.3794     0.0   11.4660
2424  2391.0  171.935     -3.4915   8.3796     0.0   11.4192
2434  2401.0  172.335     -3.4917   8.3794     0.0   11.3796
2444  2411.0  172.735     -3.4915   8.3795     0.0   11.3377
2454  2421.0  173.135     -3.4916   8.3795     0.0   11.3037
2464  2431.0  173.535     -3.4917   8.3794     0.0   11.2675
2474  2441.0  173.935     -3.4915   8.3796     0.0   11.2389
2484  2451.0  174.335     -3.4914   8.3796     0.0   11.2120
2494  2461.0  174.735     -3.4914   8.3797     0.0   11.1875
2504  2471.0  175.135     -3.4915   8.3796     0.0   11.1577
2515  2481.0  175.535     -3.4913   8.3798     0.0   11.1519
2525  2491.0  175.935     -3.4912   8.3799     0.0   11.1461
2535  2501.0  176.335     -3.4913   8.3797     0.0   11.0887
2545  2511.0  176.735     -3.4914   8.3796     0.0   11.1119
2555  2521.0  177.135     -3.4914   8.3796     0.0   11.0851
2565  2531.0  177.535     -3.4914   8.3797     0.0   11.0551
2575  2541.0  177.935     -3.4914   8.3797     0.0   11.0491
2585  2551.0  178.335     -3.4915   8.3796     0.0   11.0106
2595  2561.0  178.735     -3.4913   8.3798     0.0   11.0109
2605  2571.0  179.135     -3.4915   8.3795     0.0   10.9703
2615  2581.0  179.535     -3.4915   8.3796     0.0   10.9598
2625  2591.0  179.935     -3.4915   8.3796     0.0   10.9267
2635  2601.0  180.335     -3.4914   8.3796     0.0   10.9245
2645  2611.0  180.735     -3.4911   8.3799     0.0   10.9005
2655  2621.0  181.135     -3.4911   8.3799     0.0   10.8949
2665  2631.0  181.535     -3.4912   8.3798     0.0   10.9111
2675  2641.0  181.935     -3.4911   8.3799     0.0   10.8904
2685  2651.0  182.335     -3.4912   8.3798     0.0   10.8683
2695  2661.0  182.735     -3.4913   8.3797     0.0   10.8897
2705  2671.0  183.135     -3.4915   8.3796     0.0   10.8582
2715  2681.0  183.535     -3.4913   8.3797     0.0   10.8244
2725  2691.0  183.935     -3.4912   8.3798     0.0   10.7589
2735  2701.0  184.335     -3.4912   8.3798     0.0   10.8003
2745  2711.0  184.735     -3.4914   8.3797     0.0   10.7564
2755  2721.0  185.135     -3.4912   8.3798     0.0   10.7262
2765  2731.0  185.535     -3.4912   8.3798     0.0   10.7520
2775  2741.0  185.935     -3.4912   8.3798     0.0   10.7186
2785  2751.0  186.335     -3.4913   8.3798     0.0   10.7237
2795  2761.0  186.735     -3.4914   8.3796     0.0   10.7181
2805  2771.0  187.135     -3.4914   8.3797     0.0   10.6935
2815  2781.0  187.535     -3.4912   8.3798     0.0   10.7066
2825  2791.0  187.935     -3.4914   8.3796     0.0   10.6795
2835  2801.0  188.335     -3.4913   8.3797     0.0   10.6756
2845  2811.0  188.735     -3.4914   8.3796     0.0   10.6726
2855  2821.0  189.135     -3.4914   8.3797     0.0   10.6533
2865  2831.0  189.535     -3.4911   8.3799     0.0   10.6587
2875  2841.0  189.935     -3.4912   8.3798     0.0   10.6405
2885  2851.0  190.335     -3.4913   8.3798     0.0   10.6353
2895  2861.0  190.735     -3.4913   8.3798     0.0   10.6324
2905  2871.0  191.135     -3.4913   8.3798     0.0   10.6149
2915  2881.0  191.535     -3.4913   8.3798     0.0   10.6180
2925  2891.0  191.935     -3.4913   8.3798     0.0   10.6054
2935  2901.0  192.335     -3.4914   8.3797     0.0   10.5951
2945  2911.0  192.735     -3.4914   8.3797     0.0   10.5923
2955  2921.0  193.135     -3.4911   8.3799     0.0   10.5791
2965  2931.0  193.535     -3.4914   8.3797     0.0   10.5799
2975  2941.0  193.935     -3.4914   8.3797     0.0   10.5641
2985  2951.0  194.335     -3.4913   8.3798     0.0   10.5636
2995  2961.0  194.735     -3.4913   8.3798     0.0   10.5559
3005  2971.0  195.135     -3.4912   8.3799     0.0   10.5458
3015  2981.0  195.535     -3.4914   8.3796     0.0   10.5426
3025  2991.0  195.935     -3.4914   8.3796     0.0   10.5316
3035  3001.0  196.335     -3.4914   8.3797     0.0   10.5255
3045  3011.0  196.735     -3.4911   8.3799     0.0   10.5206
3055  3021.0  197.135     -3.4912   8.3798     0.0   10.5113
3065  3031.0  197.535     -3.4912   8.3799     0.0   10.5098
3075  3041.0  197.935     -3.4913   8.3798     0.0   10.4983
3085  3051.0  198.335     -3.4914   8.3797     0.0   10.4971
3095  3061.0  198.735     -3.4912   8.3799     0.0   10.4917
3105  3071.0  199.135     -3.4913   8.3797     0.0   10.4856
3115  3081.0  199.535     -3.4911   8.3799     0.0   10.4797
3125  3091.0  199.935     -3.4912   8.3799     0.0   10.4769
3135  3101.0  200.335     -3.4915   8.3796     0.0   10.4708
3145  3111.0  200.735     -3.4911   8.3799     0.0   10.4605
3155  3121.0  201.135     -3.4913   8.3798     0.0   10.4587
3165  3131.0  201.535     -3.4914   8.3797     0.0   10.4569
3175  3141.0  201.935     -3.4911   8.3800     0.0   10.4449
3185  3151.0  202.335     -3.4912   8.3799     0.0   10.4445
3195  3161.0  202.735     -3.4914   8.3796     0.0   10.4334
3205  3171.0  203.135     -3.4912   8.3799     0.0   10.4303
3222  3181.0  203.655     -3.4731   8.3980     0.0   10.7335
3232  3191.0  204.055     -3.4464   8.4246     0.0   11.1522
3242  3201.0  204.455     -3.4200   8.4511     0.0   11.5301
3252  3211.0  204.855     -3.3930   8.4780     0.0   11.8973
3262  3221.0  205.255     -3.3666   8.5045     0.0   12.2396
3272  3231.0  205.655     -3.3399   8.5312     0.0   12.5431
3282  3241.0  206.055     -3.3135   8.5576     0.0   12.8444
3292  3251.0  206.455     -3.2867   8.5843     0.0   13.1396
3302  3261.0  206.855     -3.2601   8.6110     0.0   13.4304
3312  3271.0  207.255     -3.2334   8.6377     0.0   13.7279
3322  3281.0  207.655     -3.2070   8.6641     0.0   14.0155
3332  3291.0  208.055     -3.1802   8.6909     0.0   14.3019
3342  3301.0  208.455     -3.1535   8.7175     0.0   14.5826
3352  3311.0  208.855     -3.1270   8.7441     0.0   14.8660
3362  3321.0  209.255     -3.1003   8.7708     0.0   15.1443
3372  3331.0  209.655     -3.0737   8.7973     0.0   15.4249
3382  3341.0  210.055     -3.0469   8.8241     0.0   15.7031
3392  3351.0  210.455     -3.0204   8.8507     0.0   15.9715
3408  3361.0  210.930     -3.0246   8.8465     0.0   15.7242
3418  3371.0  211.330     -3.0247   8.8463     0.0   15.6311
3428  3381.0  211.730     -3.0247   8.8463     0.0   15.5570
3438  3391.0  212.130     -3.0248   8.8462     0.0   15.5011
3448  3401.0  212.530     -3.0248   8.8462     0.0   15.4434
3458  3411.0  212.930     -3.0247   8.8463     0.0   15.3919
3468  3421.0  213.330     -3.0246   8.8464     0.0   15.3463
3478  3431.0  213.730     -3.0247   8.8463     0.0   15.3048
3488  3441.0  214.130     -3.0247   8.8464     0.0   15.2626
3498  3451.0  214.530     -3.0248   8.8463     0.0   15.2280
3508  3461.0  214.930     -3.0247   8.8463     0.0   15.1918
3518  3471.0  215.330     -3.0247   8.8464     0.0   15.1622
3528  3481.0  215.730     -3.0246   8.8465     0.0   15.1321
3538  3491.0  216.130     -3.0245   8.8466     0.0   15.1046
3548  3501.0  216.530     -3.0247   8.8464     0.0   15.0771
3558  3511.0  216.930     -3.0246   8.8465     0.0   15.0545
3568  3521.0  217.330     -3.0247   8.8464     0.0   15.0288
3578  3531.0  217.730     -3.0248   8.8463     0.0   15.0039
3588  3541.0  218.130     -3.0248   8.8462     0.0   14.9852
3598  3551.0  218.530     -3.0247   8.8464     0.0   14.9608
3608  3561.0  218.930     -3.0246   8.8464     0.0   14.9427
3618  3571.0  219.330     -3.0248   8.8462     0.0   14.9196
3628  3581.0  219.730     -3.0246   8.8464     0.0   14.8990
3638  3591.0  220.130     -3.0246   8.8465     0.0   14.8779
3648  3601.0  220.530     -3.0247   8.8464     0.0   14.8635
3658  3611.0  220.930     -3.0247   8.8464     0.0   14.8494
3668  3621.0  221.330     -3.0247   8.8464     0.0   14.8291
3678  3631.0  221.730     -3.0246   8.8465     0.0   14.8145
3688  3641.0  222.130     -3.0246   8.8464     0.0   14.7942
3698  3651.0  222.530     -3.0247   8.8464     0.0   14.7789
3709  3661.0  222.930     -3.0244   8.8466     0.0   14.7690
3719  3671.0  223.330     -3.0244   8.8467     0.0   14.7513
3729  3681.0  223.730     -3.0246   8.8464     0.0   14.7387
3739  3691.0  224.130     -3.0247   8.8463     0.0   14.7257
3749  3701.0  224.530     -3.0247   8.8463     0.0   14.7116
3759  3711.0  224.930     -3.0246   8.8464     0.0   14.6978
3769  3721.0  225.330     -3.0245   8.8466     0.0   14.6851
3779  3731.0  225.730     -3.0245   8.8465     0.0   14.6726
3789  3741.0  226.130     -3.0246   8.8465     0.0   14.6609
3799  3751.0  226.530     -3.0245   8.8466     0.0   14.6465
3809  3761.0  226.930     -3.0247   8.8464     0.0   14.6371
3819  3771.0  227.330     -3.0243   8.8468     0.0   14.6263
3829  3781.0  227.730     -3.0245   8.8466     0.0   14.6152
3839  3791.0  228.130     -3.0245   8.8465     0.0   14.6058
3849  3801.0  228.530     -3.0245   8.8466     0.0   14.5951
3859  3811.0  228.930     -3.0245   8.8465     0.0   14.5799
3869  3821.0  229.330     -3.0246   8.8465     0.0   14.5728
3879  3831.0  229.730     -3.0248   8.8463     0.0   14.5630
3889  3841.0  230.130     -3.0245   8.8466     0.0   14.5512
3899  3851.0  230.530     -3.0245   8.8465     0.0   14.5396
3909  3861.0  230.930     -3.0245   8.8465     0.0   14.5261
3919  3871.0  231.330     -3.0247   8.8463     0.0   14.5208
3929  3881.0  231.730     -3.0246   8.8465     0.0   14.5111
3939  3891.0  232.130     -3.0246   8.8465     0.0   14.5008
3949  3901.0  232.530     -3.0247   8.8463     0.0   14.4927
3959  3911.0  232.930     -3.0246   8.8464     0.0   14.4822
3969  3921.0  233.330     -3.0248   8.8463     0.0   14.4726
3979  3931.0  233.730     -3.0245   8.8466     0.0   14.4668
3989  3941.0  234.130     -3.0249   8.8462     0.0   14.4580
3999  3951.0  234.530     -3.0248   8.8462     0.0   14.4494
4009  3961.0  234.930     -3.0246   8.8465     0.0   14.4394
4019  3971.0  235.330     -3.0246   8.8465     0.0   14.4353
4029  3981.0  235.730     -3.0247   8.8463     0.0   14.4229
4039  3991.0  236.130     -3.0247   8.8464     0.0   14.4159
4049  4001.0  236.530     -3.0244   8.8466     0.0   14.4082
4059  4011.0  236.930     -3.0246   8.8464     0.0   14.4287
4069  4021.0  237.330     -3.0246   8.8464     0.0   14.4221
4079  4031.0  237.730     -3.0247   8.8463     0.0   14.4145
4089  4041.0  238.130     -3.0246   8.8465     0.0   14.4069
4099  4051.0  238.530     -3.0244   8.8466     0.0   14.3942
4109  4061.0  238.930     -3.0246   8.8464     0.0   14.4153
4119  4071.0  239.330     -3.0244   8.8467     0.0   14.3760
4129  4081.0  239.730     -3.0248   8.8463     0.0   14.3890
4139  4091.0  240.130     -3.0245   8.8466     0.0   14.3675
4149  4101.0  240.530     -3.0245   8.8466     0.0   14.2642
4159  4111.0  240.930     -3.0246   8.8465     0.0   14.3534
4169  4121.0  241.330     -3.0246   8.8464     0.0   14.3238
4179  4131.0  241.730     -3.0245   8.8465     0.0   14.2767
4189  4141.0  242.130     -3.0248   8.8463     0.0   14.3211
4199  4151.0  242.530     -3.0246   8.8464     0.0   14.2767
4209  4161.0  242.930     -3.0246   8.8465     0.0   14.2759
4219  4171.0  243.330     -3.0245   8.8465     0.0   14.2955
4229  4181.0  243.730     -3.0244   8.8466     0.0   14.2552
4239  4191.0  244.130     -3.0246   8.8465     0.0   14.2704
4249  4201.0  244.530     -3.0246   8.8464     0.0   14.2607
4259  4211.0  244.930     -3.0247   8.8463     0.0   14.2433
4269  4221.0  245.330     -3.0247   8.8463     0.0   14.2590
4279  4231.0  245.730     -3.0246   8.8464     0.0   14.2333
4289  4241.0  246.130     -3.0248   8.8463     0.0   14.2365
4299  4251.0  246.530     -3.0247   8.8463     0.0   14.2312
4309  4261.0  246.930     -3.0247   8.8463     0.0   14.2160
4319  4271.0  247.330     -3.0246   8.8464     0.0   14.2298
4329  4281.0  247.730     -3.0245   8.8466     0.0   14.2083
4339  4291.0  248.130     -3.0249   8.8461     0.0   14.2024
4349  4301.0  248.530     -3.0247   8.8463     0.0   14.2015
4359  4311.0  248.930     -3.0245   8.8465     0.0   14.1905
4369  4321.0  249.330     -3.0247   8.8464     0.0   14.1974
4379  4331.0  249.730     -3.0246   8.8464     0.0   14.1806
4389  4341.0  250.130     -3.0245   8.8466     0.0   14.1782
4399  4351.0  250.530     -3.0246   8.8464     0.0   14.1744
4409  4361.0  250.930     -3.0246   8.8464     0.0   14.1645
4419  4371.0  251.330     -3.0247   8.8464     0.0   14.1669
4429  4381.0  251.730     -3.0247   8.8463     0.0   14.1528
4439  4391.0  252.130     -3.0245   8.8465     0.0   14.1562
4449  4401.0  252.530     -3.0246   8.8464     0.0   14.1491
